タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner
社交ダンス教室セイブグローリーダンス,〒152-0002 東京都目黒区目黒本町５丁目２３?１８ セブンゲイツ １F,,http://www.s-glory-dance.com/,03-6666-7155,"2024-02-29 木曜日 13時00分～20時00分
2024-03-01 金曜日 13時00分～20時00分
2024-03-02 土曜日 13時00分～20時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～20時00分
2024-03-05 火曜日 13時00分～20時00分
2024-03-06 水曜日 13時00分～20時00分
",1,35.6184563,139.69825,東京,なし,,,0,目黒区,中目黒,中目黒,area:中目黒|feature:24h,
秋葉原スクエアスタジオ,〒111-0053 東京都台東区浅草橋５丁目３?２ 秋葉原スクエアビル 1F,,https://akihabara2.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6993109,139.7809854,東京,秋葉原駅,615,秋葉原駅|蔵前駅,2,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:秋葉原駅|station:蔵前駅|feature:24h,
Studio Sun-Sea,〒124-0006 東京都葛飾区堀切４丁目１１?２ 堀学ビル 302号室,,https://studiorentalspace-sun-sea.com/,,"2024-02-29 木曜日 8時00分～23時00分
2024-03-01 金曜日 8時00分～23時00分
2024-03-02 土曜日 8時00分～23時00分
2024-03-03 日曜日 8時00分～23時00分
2024-03-04 月曜日 8時00分～23時00分
2024-03-05 火曜日 8時00分～23時00分
2024-03-06 水曜日 8時00分～23時00分
",1,35.7475366,139.8264678,東京,なし,,,0,葛飾区,新小岩,新小岩,area:新小岩|feature:24h,
秋葉原ブルーハス レンタルスタジオ,〒110-0006 東京都台東区秋葉原３?１０ 東京商会秋葉原ビルB1階,,https://akihabara.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7021507,139.7750878,東京,秋葉原駅,393,秋葉原駅,1,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:秋葉原駅|feature:24h,
秋葉原レッスンスタジオてらこや,〒101-0025 東京都千代田区神田佐久間町３丁目３１?３,,https://teracoya.tokyo/,03-5829-9431,"2024-02-29 木曜日 10時00分～23時00分
2024-03-01 金曜日 10時00分～23時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～23時00分
2024-03-05 火曜日 10時00分～23時00分
2024-03-06 水曜日 10時00分～23時00分
",1,35.6986319,139.7781978,東京,秋葉原駅,359,秋葉原駅,1,千代田区,秋葉原,秋葉原,area:秋葉原|station:秋葉原駅|feature:24h,
秋葉原レンタルスペース.東京,〒101-0021 東京都千代田区外神田５丁目５?７ パンセ秋葉原 B1F,,https://www.akihabara-rental-space.tokyo/,03-6684-9954,,1,35.7042504,139.7727759,東京,秋葉原駅,633,秋葉原駅|上野駅,2,千代田区,秋葉原,秋葉原,area:秋葉原|station:秋葉原駅|station:上野駅,
渋谷 EYE CANDY,〒150-0011 東京都渋谷区東１丁目２４?８ トキワマツ72ビル A号,,http://www.eyecandypole.com/,03-3377-0507,"2024-02-29 木曜日 12時00分～21時00分
2024-03-01 金曜日 12時00分～21時00分
2024-03-02 土曜日 12時00分～21時00分
2024-03-03 日曜日 12時00分～21時00分
2024-03-04 月曜日 12時00分～21時00分
2024-03-05 火曜日 12時00分～21時00分
2024-03-06 水曜日 12時00分～21時00分
",1,35.6548366,139.7080393,東京,渋谷駅,679,渋谷駅|恵比寿駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|station:恵比寿駅|feature:24h,
渋谷 レンタルスタジオ スタジオミッション studio mission,〒150-0043 東京都渋谷区道玄坂２丁目２８?５ 2-10F 渋谷道玄坂ビル 秀永,,http://www.studio-mission.com/,03-6823-4800,"LGBTQ フレンドリー2024-02-29 木曜日 10時00分～6時00分
2024-03-01 金曜日 10時00分～6時00分
2024-03-02 土曜日 9時00分～6時00分
2024-03-03 日曜日 9時00分～6時00分
2024-03-04 月曜日 10時00分～6時00分
2024-03-05 火曜日 10時00分～6時00分
2024-03-06 水曜日 10時00分～6時00分
",1,35.6589009,139.6972998,東京,渋谷駅,403,渋谷駅,1,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|feature:24h,
渋谷・代官山・バレエ,〒150-0034 東京都渋谷区代官山町７?５ ブリルビル,,https://shibuya-daikanyama-ballet.com/,03-6455-2879,,1,35.6512363,139.7053257,東京,恵比寿駅,665,恵比寿駅|渋谷駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:恵比寿駅|station:渋谷駅,
渋谷RIZEスタジオ,〒150-0041 東京都渋谷区神南１丁目１３?４ Idoビル 2階A号室,,http://shibuya-rize.com/,080-3095-0108,"LGBTQ フレンドリー2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6631787,139.700451,東京,渋谷駅,582,渋谷駅|原宿駅|表参道駅,3,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|station:原宿駅|station:表参道駅|feature:24h,
渋谷笹塚スタジオ,〒151-0073 東京都渋谷区笹塚１丁目５８?６ マルシンビル6F,,http://sasazuka.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.673809,139.665888,東京,なし,,,0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|feature:24h,
BUZZ レンタルスタジオ 日暮里店,〒116-0014 東京都荒川区東日暮里６丁目６０?９ 日暮里駅前ビル B1F,,https://buzz-st.com/nippori/,,,1,35.7286208,139.7722966,東京,日暮里駅,151,日暮里駅,1,荒川区,日暮里,日暮里,area:日暮里|station:日暮里駅,
BUZZ レンタルスタジオ 西日暮里店,〒116-0013 東京都荒川区西日暮里５丁目２４?２ Ｋ．Ｉビル 地下1階,,https://buzz-st.com/nishinippori/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7323916,139.7676639,東京,日暮里駅,595,日暮里駅,1,荒川区,日暮里,日暮里,area:日暮里|station:日暮里駅|feature:24h,
女性専用フィットネスジム ミットネス 赤坂店,〒107-0052 東京都港区赤坂４丁目３?６ ヒューリック赤坂一ツ木通ビル 3階,,https://mittness.jp/shop-akasaka/?utm_source=google&utm_medium=map&utm_campaign=akasaka,03-6277-7791,"LGBTQ フレンドリー2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～19時00分
2024-03-03 日曜日 10時00分～19時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.6743546,139.7361035,東京,赤坂駅,111,赤坂駅|青山一丁目駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|station:青山一丁目駅|feature:24h,
小林清ダンススクール・サンライズスタジオ,〒110-0014 東京都台東区北上野１丁目１２?４ シティアドバンス,,https://newlod.com/school/132072,03-3847-2057,,1,35.718093,139.782889,東京,上野駅,700,上野駅,1,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:上野駅,
松井亜希子 バレエスタジオ,〒169-0051 東京都新宿区西早稲田２丁目１０?２,,http://akikomatsui-balletstudio.com/,080-2267-0098,,1,35.7089216,139.7141597,東京,高田馬場駅,1009,高田馬場駅,1,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅,
BUZZ竹ノ塚,〒121-0823 東京都足立区伊興３丁目１８?１９ ＮＹビル 3階,https://dance-studio-lab.com/room/Zjk4YThkNDItZDI4OC00MTRlLTg2NDgtYTgxZDUyYjgxMjQ2/detail,https://buzz-st.com/takenotsuka,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7954488,139.7880744,東京,なし,,,0,足立区,北千住,北千住,area:北千住|feature:24h,
ボイストレーニングスクールNAYUTAS（ナユタス）北千住校,〒120-0034 東京都足立区千住２丁目５６ 矢追ビル 3F,,https://nayutas.net/school/kitasenju/,,"LGBTQ フレンドリー2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～21時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1,35.7502018,139.8028114,東京,北千住駅,200,北千住駅,1,足立区,北千住,北千住,area:北千住|station:北千住駅|feature:24h,
笑舞CHEER&DANCE STUDIO 板橋スクール,〒174-0056 東京都板橋区志村３丁目２４?１ 藤井ビル 1階,,https://www.shobucheerdance.com/,048-871-6148,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 15時30分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 15時30分～21時00分
2024-03-05 火曜日 15時30分～21時00分
2024-03-06 水曜日 15時30分～21時00分
",1,35.7777088,139.6858768,東京,なし,,,0,板橋区,成増,成増,area:成増|feature:24h,
城北公園前レンタルスタジオ,〒174-0043 東京都板橋区坂下２丁目３１?５ ２F,,http://jrds.jp/,03-5918-6017,"2024-02-29 木曜日 6時00分～23時00分
2024-03-01 金曜日 6時00分～23時00分
2024-03-02 土曜日 6時00分～23時00分
2024-03-03 日曜日 6時00分～23時00分
2024-03-04 月曜日 6時00分～23時00分
2024-03-05 火曜日 6時00分～23時00分
2024-03-06 水曜日 6時00分～23時00分
",1,35.7843125,139.6818424,東京,なし,,,0,板橋区,成増,成増,area:成増|feature:24h,
新宿 | PECO先生のベリーダンス スクール・アンジェリカ,〒160-0023 東京都新宿区西新宿７丁目２２?３１ 柏木 MURA BF,,https://www.bellydanceangelica.com/shinjuku,080-3538-4549,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 10時00分～12時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日",1,35.6970022,139.6966616,東京,西武新宿駅,375,西武新宿駅|新大久保駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:西武新宿駅|station:新大久保駅|station:新宿駅|feature:24h,
新宿 だんすた レンタルスタジオ,〒160-0023 東京都新宿区西新宿７丁目１３?７ 3F4F タカラビル,,https://shinjuku2.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.6946431,139.6964322,東京,西武新宿駅,398,西武新宿駅|新宿駅|新大久保駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:西武新宿駅|station:新宿駅|station:新大久保駅|feature:24h,
新宿 大久保 BMT レンタルスタジオ,〒169-0074 東京都新宿区北新宿１丁目１３?１９ 弘林ビル Ｂ１Ｆ,,https://shinjuku.inforent.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.7018038,139.6932712,東京,新大久保駅,614,新大久保駅|西武新宿駅,2,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新大久保駅|station:西武新宿駅|feature:24h,
新宿・大久保マイックル,〒169-0073 東京都新宿区百人町１丁目１９?２３,,http://maikkuru.com/,03-5937-2345,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.700828,139.696194,東京,新大久保駅,352,新大久保駅|西武新宿駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新大久保駅|station:西武新宿駅|station:新宿駅|feature:24h,
新宿マイスタジオ,〒160-0023 東京都新宿区西新宿７丁目９?１７ ６F・５F・４F 伊藤ビル,,http://shinjukustudio.jp/,03-3364-6820,"2024-02-29 木曜日 9時00分～8時00分
2024-03-01 金曜日 9時00分～8時00分
2024-03-02 土曜日 9時00分～8時00分
2024-03-03 日曜日 9時00分～8時00分
2024-03-04 月曜日 9時00分～8時00分
2024-03-05 火曜日 9時00分～8時00分
2024-03-06 水曜日 9時00分～8時00分",1,35.694554,139.6981592,東京,西武新宿駅,263,西武新宿駅|新宿駅|新大久保駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:西武新宿駅|station:新宿駅|station:新大久保駅|feature:24h,
新宿御苑前スタジオ,〒160-0022 東京都新宿区新宿１丁目１３?１２ FIRST bldg 地下1階 FIRST Bldg.,,https://www.studio-barbie.jp/06/,03-6822-3000,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6889816,139.7117883,東京,新宿駅,1063,新宿駅|代々木駅,2,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:代々木駅|feature:24h,
新宿村スタジオ,〒169-0074 東京都新宿区北新宿２丁目１?２,,http://www.shinjukumura.co.jp/,03-3361-5946,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分",1,35.697075,139.689479,東京,西武新宿駅,1011,西武新宿駅|新大久保駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:西武新宿駅|station:新大久保駅|station:新宿駅|feature:24h,
森下スタジオ,〒135-0004 東京都江東区森下３丁目５?６,,https://www.saison.or.jp/studio,03-5624-5951,,1,35.6872532,139.8010393,東京,なし,,,0,江東区,豊洲,豊洲,area:豊洲,
森山みえフラメンコ教室,〒133-0056 東京都江戸川区南小岩６丁目３０?１０?３０１,,http://www.miemoriyama.jp/,080-3003-5820,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 19時45分～23時00分
2024-03-02 土曜日 12時30分～23時00分
2024-03-03 日曜日 11時00分～18時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 11時00分～22時00分
2024-03-06 水曜日 19時45分～23時00分
",1,35.7310794,139.8810609,東京,なし,,,0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h,
森谷クラシックバレエ,〒195-0064 東京都町田市小野路町２０７３?３ スタジオK 内,,http://www.moriya-classicballet.com/,042-736-1851,オーナーが女性と確認されたビジネス,1,35.5950026,139.4546439,東京,なし,,,0,町田市,町田,町田,area:町田,
神楽坂バレエクラス,〒162-0825 東京都新宿区神楽坂３丁目２,,http://kagurazaka-ballet.com/,090-9845-9695,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1,35.7017498,139.7406145,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h,
神楽坂フミバレエアカデミー,〒162-0814 東京都新宿区新小川町４?１６ 飯田橋プラレールビル ４階,,https://www.fumiballet.com/,090-4389-1664,"2024-02-29 木曜日 10時00分～19時30分
2024-03-01 金曜日 10時00分～19時30分
2024-03-02 土曜日 10時00分～19時00分
2024-03-03 日曜日 10時00分～19時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1,35.7059441,139.7427455,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h,
神宮 外苑 フィットネス クラブ サマディ ダンス スクール,〒160-0013 東京都新宿区霞ヶ丘町１１?１,,https://www.samadhiclub.jp/,03-3478-1455,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 9時00分～18時00分
2024-03-03 日曜日 9時00分～16時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.6801879,139.7149927,東京,外苑前駅,1142,外苑前駅,1,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:外苑前駅|feature:24h,
水村繁子フラメンコスタジオ,〒153-0064 東京都目黒区下目黒２丁目２１?７,,http://www.estudioreina.com/,03-3490-4325,,1,35.6322199,139.709501,東京,目黒駅,605,目黒駅,1,目黒区,中目黒,中目黒,area:中目黒|station:目黒駅,
水道橋ダンススタジオ,〒101-0061 東京都千代田区神田三崎町３丁目４?４ グラン水道橋,,http://sds.velvet.jp/,03-3264-0699,,1,35.701005,139.752151,東京,なし,,,0,千代田区,秋葉原,秋葉原,area:秋葉原,
杉並だんすアトリウム,〒168-0073 東京都杉並区下高井戸１丁目２?１３ 山口ビル ２Ｆ、３Ｆ,,http://atrium.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 6時00分～22時00分
2024-03-01 金曜日 6時00分～22時00分
2024-03-02 土曜日 6時00分～22時00分
2024-03-03 日曜日 6時00分～22時00分
2024-03-04 月曜日 6時00分～22時00分
2024-03-05 火曜日 6時00分～22時00分
2024-03-06 水曜日 6時00分～22時00分
",1,35.6668488,139.6408487,東京,なし,,,0,杉並区,高円寺,高円寺,area:高円寺|feature:24h,
菅井ダンス・スタジオ,〒984-0053 宮城県仙台市若林区連坊小路６０?２,,http://sugai-dance.com/,022-354-1754,,1,38.251092,140.8909459,東京,なし,,,0,その他,その他,その他,,
世界のダンススクール Studio Amrita World Dance Class,〒180-0004 東京都武蔵野市吉祥寺本町２丁目５?１０ いちご吉祥寺ビル B1 スタジオアムリタノース,,http://class.studioamrita.com/,0422-23-6611,"LGBTQ フレンドリー2024-02-29 木曜日 17時30分～20時30分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 15時00分～16時20分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 19時00分～20時15分
2024-03-06 水曜日 定休日
",1,35.7068949,139.5788917,東京,吉祥寺駅,425,吉祥寺駅,1,武蔵野市,吉祥寺,吉祥寺,area:吉祥寺|station:吉祥寺駅|feature:24h,
正路あすかフラメンコ教室 エストゥディオ カニャイージャ,〒158-0083 東京都世田谷区奥沢２丁目４７?１,,https://estudiocanailla.com/,03-6324-3692,"2024-02-29 木曜日 10時00分～21時30分
2024-03-01 金曜日 10時00分～21時30分
2024-03-02 土曜日 10時00分～21時30分
2024-03-03 日曜日 10時00分～21時30分
2024-03-04 月曜日 10時00分～21時30分
2024-03-05 火曜日 10時00分～21時30分
2024-03-06 水曜日 10時00分～21時30分
",1,35.6073653,139.676791,東京,自由が丘駅,712,自由が丘駅,1,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|station:自由が丘駅|feature:24h,
清瀬のレンタルスタジオ｜ダンススタジオ｜レンタルスタジオ｜レンタルスペース【studio NEW YORK】,〒204-0022 東京都清瀬市松山１丁目１３?２５ 清瀬平塚ビル 2F 山合,,https://www.g-ma.com/studio-new-york/kiyose,050-8881-9821,"LGBTQ フレンドリー2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7708426,139.5174811,東京,なし,,,0,清瀬市,清瀬,清瀬,area:清瀬|feature:24h,
スタジオＲ,〒110-0001 東京都台東区谷中２丁目８?１２,,http://studior.tokyo/,,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～21時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1,35.7227359,139.7653517,東京,日暮里駅,757,日暮里駅,1,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:日暮里駅|feature:24h,
西荻窪永谷ダンススタジオ,〒167-0054 東京都杉並区松庵３丁目４０?９,,http://www.ntgp.co.jp/,0422-21-9325,,1,35.7035353,139.5983706,東京,なし,,,0,杉並区,高円寺,高円寺,area:高円寺,
西荻窪七宝レンタルスペース,〒167-0042 東京都杉並区西荻北３丁目２５?１ 七宝マンション 1階,,,03-3397-4119,"2024-02-29 木曜日 7時00分～0時00分
2024-03-01 金曜日 7時00分～0時00分
2024-03-02 土曜日 7時00分～0時00分
2024-03-03 日曜日 7時00分～0時00分
2024-03-04 月曜日 7時00分～0時00分
2024-03-05 火曜日 7時00分～0時00分
2024-03-06 水曜日 7時00分～0時00分
",1,35.7053991,139.5973655,東京,なし,,,0,杉並区,高円寺,高円寺,area:高円寺|feature:24h,
西葛西ダンススタジオ mind-blowing,〒134-0088 東京都江戸川区西葛西５丁目６?２０ 小山ビル 4階,,https://www.studio-mind-blowing.com/,050-5373-2233,"2024-02-29 木曜日 9時00分～23時30分
2024-03-01 金曜日 9時00分～23時30分
2024-03-02 土曜日 9時00分～23時30分
2024-03-03 日曜日 9時00分～23時30分
2024-03-04 月曜日 9時00分～23時30分
2024-03-05 火曜日 9時00分～23時30分
2024-03-06 水曜日 9時00分～23時30分
",1,35.6647019,139.860746,東京,なし,,,0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h,
スタジオアンダンティーノ,〒114-0014 東京都北区田端５丁目１?１２,,https://studio-andantino.com/index.html,,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.7376589,139.7592489,東京,なし,,,0,北区,赤羽,赤羽,area:赤羽|feature:24h,
西島ダンスアカデミィＫ２,〒150-0022 東京都渋谷区恵比寿南３ １－３－６ ＣＩビル３Ｆ,,https://www.koji-nishijima.com/,03-6303-1903,"2024-02-29 木曜日 12時00分～21時00分
2024-03-01 金曜日 12時00分～21時00分
2024-03-02 土曜日 12時00分～19時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～21時00分
2024-03-05 火曜日 12時00分～21時00分
2024-03-06 水曜日 12時00分～21時00分
",1,35.6457405,139.7080396,東京,恵比寿駅,215,恵比寿駅,1,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:恵比寿駅|feature:24h,
青木愛子 スペイン舞踊研究所,〒141-0022 東京都品川区東五反田１丁目１８?４ ＧＴＤイーストビル,,http://flamenco.co.jp/,03-3473-3435,,1,35.6266267,139.7264691,東京,五反田駅,274,五反田駅|大崎駅|品川駅,3,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:五反田駅|station:大崎駅|station:品川駅,
斉藤ひろ子バレエスタジオ,〒120-0011 東京都足立区中央本町１丁目１２?１０,,http://saito-bs.o.oo7.jp/,03-3840-0980,,1,35.7736377,139.8040424,東京,なし,,,0,足立区,北千住,北千住,area:北千住,
石原ダンスクラブ 本店,〒160-0004 東京都新宿区四谷１丁目６?１,,http://www.ishiharadance.jp/,03-3357-6383,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.6874295,139.7292786,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h,
石原ヒサシダンススクール,〒162-0843 東京都新宿区 市谷田町１－２ ランゴスタビル３F,,https://ishiharadance.com/,03-3235-5311,"2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～18時00分
2024-03-03 日曜日 12時00分～22時00分
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1,35.6925238,139.735405,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h,
梅島ミアスタジオ,〒121-0816 東京都足立区梅島２丁目１９?９,,https://www.spacemarket.com/spaces/wj4q6vc5lur1jgmm/,,,1,35.7766047,139.7980867,東京,なし,,,0,足立区,北千住,北千住,area:北千住,
石川須?子・田中いづみダンスアカデミー,〒176-0004 東京都練馬区小竹町１丁目１５?４ スタジオ小竹向原,,https://www.ishikawadance.com/,03-3958-3313,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1,35.741234,139.678774,東京,なし,,,0,練馬区,練馬,練馬,area:練馬|feature:24h,
