studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason,place_id,google_name,rating,review_count,google_address,match_confidence,api_status,query_used
LOICX DANCE STUDIO,〒460-0002 愛知県名古屋市中区丸の内３丁目２０-９,http://www.loicx-girls.com/,0120-619-355,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJYQAfZoRxA2ARtUm-dzZ4pjY,LOICX☆チアダンススクール久屋大通本校/LOICX DANCE STUDIO,5.0,3.0,〒460-0002 愛知県名古屋市中区丸の内３丁目２０−９ 三晃社本社ビル,0.593,OK,LOICX DANCE STUDIO 愛知県名古屋市中区丸の内
K Dance Nexus Dance Studio 読売ランド前,〒214-0037 神奈川県川崎市多摩区西生田３丁目９-３０,http://k-dancenexus.jp/studio/index.html,,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJq6qq6p3wGGARtnYDxB1F3OY,K Dance Nexus Dance Studio 読売ランド前,1.8,13.0,〒214-0037 神奈川県川崎市多摩区西生田３丁目９−３０,1.0,OK,K Dance Nexus Dance Studio 読売ランド前 神奈川県川崎市多摩区西生田
K Dance Nexus DANCE STUDIO 百合ヶ丘A,〒215-0011 神奈川県川崎市麻生区百合丘１丁目１９-５,http://k-dancenexus.jp/studio_yurigaoka/index.html,,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ3WBcckn7GGARamDGrhlGg8E,K Dance Nexus DANCE STUDIO 百合ヶ丘A,3.0,2.0,〒215-0011 神奈川県川崎市麻生区百合丘１丁目１９−５,1.0,OK,K Dance Nexus DANCE STUDIO 百合ヶ丘A 神奈川県川崎市麻生区百合丘
K Dance Nexus DANCE STUDIO 百合ケ丘B,〒215-0011 神奈川県川崎市麻生区百合丘２丁目２-４ Tcre新百合ヶ丘 B1,http://k-dancenexus.jp/studio_yurigaoka2/index.html,,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ3WBcckn7GGARamDGrhlGg8E,K Dance Nexus DANCE STUDIO 百合ヶ丘A,3.0,2.0,〒215-0011 神奈川県川崎市麻生区百合丘１丁目１９−５,0.926,OK,K Dance Nexus DANCE STUDIO 百合ケ丘B 神奈川県川崎市麻生区百合丘
K DANCE STUDIO 1024,〒206-0002 東京都多摩市一ノ宮１丁目２５-２ ガーデンヒルズ聖蹟桜ヶ丘 1F,https://k-dancestudio1024.com/,042-316-9567,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJ63JkEILjGGARHzgKvZRgw-w,K DANCE STUDIO 1024,3.0,1.0,〒206-0002 東京都多摩市一ノ宮１丁目２５−２ ガーデンヒルズ聖蹟桜ヶ丘 1F,1.0,OK,K DANCE STUDIO 1024 東京都多摩市一ノ宮
梅屋敷スタジオ５０１,〒144-0052 東京都大田区蒲田２丁目２２-１３,https://umeyashikistudio501.com/,03-3738-6510,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJg5sLQH5hGGAR_sH3gL252MQ,スタジオゴード（旧: 梅屋敷スタジオ501）,4.0,1.0,〒144-0052 東京都大田区蒲田２丁目２２−１３ ドミールゴードＢ,0.645,OK,梅屋敷スタジオ５０１ 東京都大田区蒲田
ダンススタジオ,〒090-0042 北海道北見市北２条西４丁目13-１,,090-9081-0807,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJn_zwHd1XbV8R0AZHrl1VIKM,DANCE STUDIO BOOGIE（北見ダンススタジオブギー）,3.7,3.0,〒090-0042 北海道北見市北２条西４丁目13−２,0.368,OK,ダンススタジオ 北海道北見市北２条西
レンタルスタジオ studio agend 浦安・市川,〒272-0138 千葉県市川市南行徳１丁目２０-１ 3F,http://agend.net/,047-700-7633,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJCdqXk3uHGGARc-iIfVc_r58,レンタルスタジオ studio agend 浦安・市川,4.7,3.0,〒272-0138 千葉県市川市南行徳１丁目２０−１ 3F,1.0,OK,レンタルスタジオ studio agend 浦安・市川 千葉県市川市南行徳
レンタルスタジオ STUDIO ZERO 立川南口店,〒190-0023 東京都立川市柴崎町２丁目７-８ エクセル立川 B1F,https://zero-studio.jp/tachikawa/,,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJBfnTQbHhGGARMkQ7-V5OwRY,レンタルスタジオ STUDIO ZERO 立川南口店,4.6,66.0,〒190-0023 東京都立川市柴崎町２丁目７−８ エクセル立川 B1F,1.0,OK,レンタルスタジオ STUDIO ZERO 立川南口店 東京都立川市柴崎町
レンタルスタジオ LOOP,〒497-0038 愛知県海部郡蟹江町桜１丁目1,http://space-loop.biz/,090-6141-3731,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ8frY6fydA2ARdXH12-GDlhE,レンタルスタジオ LOOP,5.0,2.0,〒497-0038 愛知県海部郡蟹江町桜１丁目1,1.0,OK,レンタルスタジオ LOOP 愛知県海部郡蟹江町桜
ダンススペースDD,〒213-0004 神奈川県川崎市高津区１０ 高津区諏訪1-10-8 クラッセコート1-1,http://ds-dd.com/,090-6000-4009,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJx2W3ZTz0GGARJb1bkIR7lMM,ダンススペースDD,4.5,2.0,〒213-0004 神奈川県川崎市高津区諏訪１丁目１０ 高津区諏訪1-10-8 クラッセコート1-1,1.0,OK,ダンススペースDD 神奈川県川崎市高津区１０ 高津区諏訪1-10-8 クラッセコート1-1
ダンススタジオｈｏｗｔｏｆｌｙ,〒272-0133 千葉県市川市行徳駅前２丁目２０-１,http://wazacule.com/,047-701-0390,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ8cafbWmHGGAR8haqm-wVdH0,ダンススタジオｈｏｗｔｏｆｌｙ,5.0,10.0,〒272-0133 千葉県市川市行徳駅前２丁目２０−１,1.0,OK,ダンススタジオｈｏｗｔｏｆｌｙ 千葉県市川市行徳駅前
ダンススタジオRUCHIRU,〒340-0015 埼玉県草加市高砂２丁目２-２８ 丸善草加ビル ３-A,https://dancestudio-ruchiru.com/,048-922-8715,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJo_ZSoRmRGGAR5_Hbt2nFRdI,ダンススタジオRUCHIRU,3.8,5.0,〒340-0015 埼玉県草加市高砂２丁目２−２８ 丸善草加ビル ３-A,1.0,OK,ダンススタジオRUCHIRU 埼玉県草加市高砂
株式会社Dia Corporation,〒471-0835 愛知県豊田市曙町２丁目16番地 BULS16 101号室,https://www.instabase.jp/space/7048473698,080-7012-1919,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJlxiUhBjnAGAR65yI138qJ9g,株式会社Dia,,,〒541-0051 大阪府大阪市中央区備後町１丁目４−８,0.56,OK,株式会社Dia Corporation 愛知県豊田市曙町
東急スポーツオアシス聖路加ガーデン,〒104-0044 東京都中央区明石町８ 聖路加タワ B2F,https://www.sportsoasis.co.jp/sh65/,03-3545-0109,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ2YA2bGSJGGARl8EBapnnJv8,スポーツクラブ&サウナスパ ルネサンス 聖路加ガーデン,3.2,93.0,〒104-0044 東京都中央区明石町８−８ 聖路加タワ B2F,0.571,OK,東急スポーツオアシス聖路加ガーデン 東京都中央区明石町８ 聖路加タワ B2F
Letmedanceダンススタジオ 橋本南口本校,〒252-0143 神奈川県相模原市緑区橋本２丁目１０-１７,https://letmedance.jp/,080-3240-3326,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJES5_k0kdGWAROVi0iQ2HxtA,Letmedanceダンススタジオ 橋本南口本校,5.0,8.0,〒252-0143 神奈川県相模原市緑区橋本２丁目１０−１７,1.0,OK,Letmedanceダンススタジオ 橋本南口本校 神奈川県相模原市緑区橋本
Letmedanceダンススタジオ 橋本北口校,〒252-0143 神奈川県相模原市緑区橋本３丁目３-１ ＳＩＮＧ橋本 2F,https://letmedance.jp/,080-3240-3326,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJj3gGgGEdGWAR3uJM7Zdo7Vs,Letmedanceダンススタジオ 橋本北口校,5.0,1.0,〒252-0143 神奈川県相模原市緑区橋本３丁目３−１ ＳＩＮＧ橋本 2F,1.0,OK,Letmedanceダンススタジオ 橋本北口校 神奈川県相模原市緑区橋本
東久留米駅前ダンススタジオテレマーク,〒203-0014 東京都東久留米市東本町２-６ 2階,,080-3271-8029,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJCxJtqNHpGGARuMio77q2Lc0,東久留米駅前ダンススタジオテレマーク,5.0,2.0,〒203-0014 東京都東久留米市東本町２−６ 2階,1.0,OK,東久留米駅前ダンススタジオテレマーク 東京都東久留米市東本町２-６ 2階
レンタルスタジオART FACTORY淡路店,〒533-0023 大阪府大阪市東淀川区東淡路４丁目１８-８ 東淡路商店街ビル 3F,http://www.artfactory-studio.com/,070-1748-3200,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJdQJaH_zlAGARSs7H8HRMksw,レンタルスタジオART FACTORY淡路店,5.0,4.0,〒533-0023 大阪府大阪市東淀川区東淡路４丁目１８−８ 東淡路商店街ビル 3F,1.0,OK,レンタルスタジオART FACTORY淡路店 大阪府大阪市東淀川区東淡路
レンタルスタジオ ワンデースタジオ,〒178-0065 東京都練馬区西大泉１ リバーサイド本橋 Ｂ１Ｆ,http://oneday-studio.com/,080-7502-3963,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJj5CH0BzvGGARspVmd49IgFE,レンタルスタジオ ワンデースタジオ,,,〒178-0065 東京都練馬区西大泉１丁目１−１ リバーサイド本橋 Ｂ１Ｆ,1.0,OK,レンタルスタジオ ワンデースタジオ 東京都練馬区西大泉１ リバーサイド本橋 Ｂ１Ｆ
タケウチ,〒211-0006 神奈川県川崎市中原区丸子通１丁目６３６-１,,044-434-6645,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJsSEeEm_1GGARXrqJQwW4t_U,タケウチ ダンススタジオ,5.0,3.0,〒211-0006 神奈川県川崎市中原区丸子通１丁目６３６−１,0.533,OK,タケウチ 神奈川県川崎市中原区丸子通
タイムズ東京タワースタジオ前,"4 Chome-4 Shibak?en, Minato City, Tokyo 105-0011",https://times-info.net/P13-tokyo/C103/park-detail-BUK0032407/,0120-778-924,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJWRCco72LGGARcUNsQYYo03w,タイムズ東京タワースタジオ前,4.4,7.0,〒105-0011 東京都港区芝公園４丁目４−４,1.0,OK,"タイムズ東京タワースタジオ前 4 Chome-4 Shibak?en, Minato City, Tokyo 105-0011"
ソードミュージック多目的スタジオ,〒182-0015 東京都調布市八雲台２丁目１-１０,https://www.swordmusic.com/studio,042-489-9771,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJtTEFZUbwGGARVepBgry0fgI,ソードミュージック多目的スタジオ,4.3,13.0,〒182-0015 東京都調布市八雲台２丁目１−１０,1.0,OK,ソードミュージック多目的スタジオ 東京都調布市八雲台
ダンススタジオJJ,〒350-1122 埼玉県川越市脇田町３-１６ 丸石ビルディング 6階,http://stjjkawagoe.com/,049-298-7772,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJWSEPxSDbGGARz9DLZRyEzec,ダンススタジオJJ,4.7,3.0,〒350-1123 埼玉県川越市脇田本町１４−３７ Mビル ５階,1.0,OK,ダンススタジオJJ 埼玉県川越市脇田町３-１６ 丸石ビルディング 6階
ダンススタジオ ファンデーション 茂原校,〒297-0073 千葉県茂原市長尾２５４２-２,http://www.fun-d-tion.net/,0475-28-9203,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJcVTMRvi5ImAR7ozMVe6Yk6E,ダンススタジオ ファンデーション 茂原校,4.7,10.0,〒297-0073 千葉県茂原市長尾２５４２−２,1.0,OK,ダンススタジオ ファンデーション 茂原校 千葉県茂原市長尾２５４２-２
ダンススタジオ スターゲート,〒457-0004 愛知県名古屋市南区中江１丁目６-８,http://stargate-school.com/,052-693-5765,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ_zJFcAl7A2ARyyE2U2WOgmo,ダンススタジオ スターゲート,4.5,34.0,〒457-0004 愛知県名古屋市南区中江１丁目６−８,1.0,OK,ダンススタジオ スターゲート 愛知県名古屋市南区中江
NML dance studioふじみ野校,〒354-0036 埼玉県富士見市ふじみ野東２丁目１-１ グリーンテラスふじみ野 2F,,090-8045-3811,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ6aI0JwXdGGARqr-57x4Oh3E,NML dance studioふじみ野校,,,〒356-0057 埼玉県入間郡ふじみ野市市沢１丁目１１−４６ FNビル 101,1.0,OK,NML dance studioふじみ野校 埼玉県富士見市ふじみ野東
Muuta Dance Studio,〒669-1535 兵庫県三田市南が丘２丁目１４-３４,https://muuta-dance.net/,079-558-8080,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJRXTuawVkAGARslCtLrHiGfE,Muuta Dance Studio,3.0,2.0,〒669-1535 兵庫県三田市南が丘２丁目１４−３４,1.0,OK,Muuta Dance Studio 兵庫県三田市南が丘
RHYTHM STEP (幼児ダンス、キッズヒップホップダンス、レンタル),"1番地4, １丁目 緑が丘西 八千代市 千葉県 266-0046",https://rhythmstep.amebaownd.com/,047-450-2850,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJV-wTewSBImARX-WsVkWt81M,RHYTHM STEP (幼児ダンス、キッズヒップホップダンス、HOUSE、サルサダンス),5.0,1.0,〒266-0046 千葉県八千代市緑が丘西１丁目,0.821,OK,"RHYTHM STEP (幼児ダンス、キッズヒップホップダンス、レンタル) 1番地4,"
RE:STUDIO body&life,〒215-0021 神奈川県川崎市麻生区上麻生５丁目３８-７ 東和サープラス柿生 211号室,https://www.re-studio-bodylife.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8724145320600633228,044-455-5675,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJXVzVIhr7GGARd4PLfLQyidc,RE:STUDIO body&life,4.9,24.0,〒215-0021 神奈川県川崎市麻生区上麻生５丁目３８−７ 211号室,1.0,OK,RE:STUDIO body&life 神奈川県川崎市麻生区上麻生
恵比寿ガーデンプレイスタワー,〒150-6003 東京都渋谷区恵比寿４丁目２０-３,https://gardenplace.jp/,03-5423-7111,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJJRd91xWLGGARDktpB9XZvLU,恵比寿ガーデンプレイスタワー,4.1,9585.0,〒150-6004 東京都渋谷区恵比寿４丁目２０−３,1.0,OK,恵比寿ガーデンプレイスタワー 東京都渋谷区恵比寿
STUDIO KYU,〒812-0895 福岡県福岡市博多区竹下４丁目１４-３０ 博多山ビル 2F,https://select-type.com/p/studio-kyu_0301/,092-409-8387,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJgQGbRlGRQTUR5XDscZYi9wI,STUDIO KYU,3.0,2.0,〒812-0895 福岡県福岡市博多区竹下４丁目１４−３０ 博多山ビル 2F,1.0,OK,STUDIO KYU 福岡県福岡市博多区竹下
STUDIO KIRINJI,〒446-0032 愛知県安城市御幸本町７-１７ 安城壹番館４階,http://kirinji.sakura.ne.jp/studio/,0566-72-5040,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJtYhkFLGZBGARL9OziLjRI1g,ダンススクール KIRINJI,4.2,6.0,〒446-0032 愛知県安城市御幸本町７−１７ 3F 安城壹番館４階,0.519,OK,STUDIO KIRINJI 愛知県安城市御幸本町７-１７ 安城壹番館４階
STUDIO GEM GARAGE,〒164-0014 東京都中野区南台３丁目６-１７ 1F/B1F クリスタルコート８８ イマス中野,http://gemgarage.jp/,03-6382-6985,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJJRg-zsbzGGARzQWKcMNg1rU,STUDIO GEM GARAGE スタジオジェムガレージ,4.8,16.0,〒164-0014 東京都中野区南台３丁目６−１７ イマス中野 1F/B1F,0.732,OK,STUDIO GEM GARAGE 東京都中野区南台
STUDIO DANCE ALIVE 河原町本校,〒600-8029 京都府京都市下京区西橋詰町７６２ 7F,http://www.dance-alive.com/,075-361-3311,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJRbZIaJgIAWARylaH8zv7tW0,STUDIO DANCE ALIVE 河原町本校,3.9,8.0,〒600-8029 京都府京都市下京区西橋詰町７６２ 7F,1.0,OK,STUDIO DANCE ALIVE 河原町本校 京都府京都市下京区西橋詰町７６２ 7F
STUDIO BUZZ 相模原校,〒252-0239 神奈川県相模原市中央区中央５丁目１-２ ベルドールコート B1,,042-851-3015,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJmdgT7aECGWARfPQ6rRNVgSo,スクールBUZZ 相模原校,4.5,4.0,〒252-0239 神奈川県相模原市中央区中央５丁目１−２ ベルドールコート B1,0.615,OK,STUDIO BUZZ 相模原校 神奈川県相模原市中央区中央
大門スタジオ,〒105-0012 東京都港区芝大門２丁目１０-１ 第一大門ビル,http://www.magnux.co.jp/postpro/,03-5777-6511,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ77fBkceLGGARrkx6EB_koTo,大門スタジオ,4.0,4.0,〒105-0012 東京都港区芝大門２丁目１０−１ 第一大門ビル ４Ｆ,1.0,OK,大門スタジオ 東京都港区芝大門
スタジオプラーナ,〒454-0852 愛知県名古屋市中川区昭和橋通５丁目４０-２,http://studio-praana.com/,052-351-8686,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ26Skonl3A2ARbkkBki2wcdU,スタジオ•プラーナ,4.0,12.0,〒454-0852 愛知県名古屋市中川区昭和橋通５丁目４０−２,0.941,OK,スタジオプラーナ 愛知県名古屋市中川区昭和橋通
スタジオリーガル池袋,〒170-0012 東京都豊島区上池袋４丁目２-１,https://studioregal.tokyo/,03-6903-5562,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJkzBb1HyNGGARvV-2uAwwcwE,スタジオリーガル池袋,3.1,9.0,〒170-0012 東京都豊島区上池袋４丁目２−１,1.0,OK,スタジオリーガル池袋 東京都豊島区上池袋
STUDIO SPACE N 二子新地校,〒213-0002 神奈川県川崎市高津区二子２丁目１５,http://space-n.jp/,044-812-3848,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJb3fZMCP0GGARS2c79C_MJlo,STUDIO SPACE N 二子新地校,4.3,6.0,日本、〒213-0002 神奈川県川崎市高津区二子２丁目１５,1.0,OK,STUDIO SPACE N 二子新地校 神奈川県川崎市高津区二子
Studio Liberty,〒158-0091 東京都世田谷区１５ 中町4-15-9 B１,https://spacemarket.com/p/IhqvvJWNv9WY8BJK,03-6809-7323,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJNXjs8F30GGARAIpXvU1tvFk,Studio Liberty,,,〒158-0091 東京都世田谷区15 中町４丁目１５−９ B１,1.0,OK,Studio Liberty 東京都世田谷区１５ 中町4-15-9 B１
Studio Crucial スタジオ クルーシャル,〒202-0014 東京都西東京市富士町４丁目１７-６ B1,https://studio-crucial.com/,050-5362-6010,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJd4TOMg3vGGARU52otCl_WDM,Studio Crucial スタジオ クルーシャル,3.7,3.0,〒202-0014 東京都西東京市富士町４丁目１７−６ B1,1.0,OK,Studio Crucial スタジオ クルーシャル 東京都西東京市富士町
StudioENTRADA築地,〒104-0045 東京都中央区築地３丁目１１-５ 第二中央ビル 1F,https://www.studio-entrada.com/,080-5057-5963,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJDUGzYg2LGGARuO1BV9MRwaE,StudioENTRADA築地,,,〒104-0045 東京都中央区築地３丁目１１−５ 第二中央ビル 1F,1.0,OK,StudioENTRADA築地 東京都中央区築地
多摩スタジオ,〒201-0014 東京都狛江市東和泉３丁目３-１０,https://rentalstama.wixsite.com/tamastudio,,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJhVPuo_rxGGARJARGfT-brMI,多摩スタジオ,,,〒201-0014 東京都狛江市東和泉３丁目３−１０,1.0,OK,多摩スタジオ 東京都狛江市東和泉
名古屋レンタルスタジオPovit,〒453-0015 愛知県名古屋市中村区椿町２２-１ 第二カニエビル 3F,https://nagoya-povit.com/,080-5376-8136,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJLaGImwZ3A2ARzp0utC5VUy4,レンタルスタジオPovit,4.6,90.0,〒453-0015 愛知県名古屋市中村区椿町２２−１ スパーク椿町Ⅱ 3F,0.897,OK,名古屋レンタルスタジオPovit 愛知県名古屋市中村区椿町２２-１ 第二カニエビル 3F
TOHNO DANCE STUDIO,〒202-0002 東京都西東京市ひばりが丘北３丁目４-３ T&Kひばりが丘B1,http://tohno-dancestudio.com/,042-439-3390,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJFxJamLfoGGARyZi3jChlzQQ,TOHNO DANCE STUDIO,4.2,5.0,〒202-0002 東京都西東京市ひばりが丘北３丁目４−４−３ T&Kひばりが丘 B1,1.0,OK,TOHNO DANCE STUDIO 東京都西東京市ひばりが丘北
TKO DANCE STUDIO(TKOダンススタジオ),〒340-0023 埼玉県草加市谷塚町５７８-１ 梅香堂ビル 305,http://tkodancestudio.com/,080-4172-2050,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJEx1YJQmRGGARfKV9tGGfiP4,TKO DANCE STUDIO(TKOダンススタジオ),5.0,1.0,〒340-0023 埼玉県草加市谷塚町５７８−１ 305,1.0,OK,TKO DANCE STUDIO(TKOダンススタジオ) 埼玉県草加市谷塚町５７８-１ 梅香堂ビル 305
b-line dance studio,〒164-0012 東京都中野区本町３丁目３２-１５ クラウンズコートなかの 1階,http://www.sbline.jp/,03-3373-8603,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJadUsZc3zGGARwqWisIZnONI,S-BLINE DANCE STUDIO,4.9,14.0,〒164-0012 東京都中野区本町３丁目３２−１５ クラウンズコートなかの 1階,0.97,OK,b-line dance studio 東京都中野区本町
レンタルスタジオSunny 駒込店,〒113-0021 東京都文京区本駒込５丁目１９-９ ワコー本駒込マンション 地下1F,https://11dance.com/,,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJB5mg-Q0N8yIRnjJP7O4q4Qc,レンタルスタジオSunny 駒込店,3.9,20.0,〒113-0021 東京都文京区本駒込５丁目１９−９ ワコー本駒込マンション 地下1F,1.0,OK,レンタルスタジオSunny 駒込店 東京都文京区本駒込
スタジオ リル 千葉市川市店,〒272-0133 千葉県市川市行徳駅前１丁目１７-９ ステップワンビル 303,https://upnow.jp/Studiorill,080-1199-7763,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJAS1lrESHGGARvTZMcDaX3LE,バファースペース 行徳駅前 ダンスもできる貸し会議室,4.5,2.0,〒272-0133 千葉県市川市行徳駅前１丁目１７−９ ステップワンビル 303,0.056,OK,スタジオ リル 千葉市川市店 千葉県市川市行徳駅前
スタジオα,〒202-0001 東京都西東京市ひばりが丘１丁目５-１７ メゾンドα,http://www.std-alpha.net/,042-444-3420,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ9cJi2rDoGGARKkF078tqlkE,スタジオα,4.8,5.0,〒202-0001 東京都西東京市ひばりが丘１丁目５−１７ メゾンドα,1.0,OK,スタジオα 東京都西東京市ひばりが丘
kokokara,〒102-0082 東京都千代田区一番町１３-１６ 一番町法眼坂ビル 1階,https://www.tokyo-ballet.co.jp/,090-7649-9641,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJd0iaTzONGGAROqntgoYGYF8,kokokara,5.0,9.0,〒102-0082 東京都千代田区一番町１３−１６ 一番町法眼坂ビル 1階,1.0,OK,kokokara 東京都千代田区一番町１３-１６ 一番町法眼坂ビル 1階
grow dance studio,〒522-0043 滋賀県彦根市小泉町６２０-３,http://www.grow-dancestudio.com/,0749-20-9600,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJhwOoRfnUA2ARyKEWEoA5QSQ,grow dance studio,4.8,5.0,〒522-0043 滋賀県彦根市小泉町６２０−３,1.0,OK,grow dance studio 滋賀県彦根市小泉町６２０-３
studio LOOP,〒156-0054 東京都世田谷区桜丘４丁目２４-２０ ユニバーサルビル 2F,http://studio-loop.jp/,080-9718-2391,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJqdGcIOfzGGAR7HpAhalFoJk,studio LOOP,4.7,14.0,〒156-0054 東京都世田谷区桜丘４丁目２４−２０ ユニバーサルビル 2F,1.0,OK,studio LOOP 東京都世田谷区桜丘
【福岡校】YKAダンススタジオ,〒812-0023 福岡県福岡市博多区奈良屋町１-１８ ハードビル 3階,https://yka-fukuoka.com/,080-4624-9889,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ69rMU5ORQTUR3-nDeXxFaQU,【福岡校】YKAダンススタジオ,,,〒812-0023 福岡県福岡市博多区奈良屋町１−１８ ハードビル 3階,1.0,OK,【福岡校】YKAダンススタジオ 福岡県福岡市博多区奈良屋町１-１８ ハードビル 3階
studio ∞ Fi (スタジオ フィー),〒214-0022 神奈川県川崎市多摩区堰２丁目４-６,https://www.studio-fi-dance.com/,070-1576-7272,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ____v7P2GGARLbqXhK7JqJI,studio ∞ Fi (スタジオ フィー),4.9,9.0,〒214-0022 神奈川県川崎市多摩区堰２丁目４−６,1.0,OK,studio ∞ Fi (スタジオ フィー) 神奈川県川崎市多摩区堰
中村隆彦ダンススタジオ浅草千束,〒111-0031 東京都台東区５ 台東区 千束 4 5 4 提柳泉ビルB1F,http://senzok.ntdance.site/,,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJxV9WrwePGGARkfK_Ni3wFK8,中村隆彦ダンススタジオ浅草千束,,,〒111-0031 東京都台東区千束４丁目５ 台東区 千束 4 5 4 提柳泉ビルB1F,1.0,OK,中村隆彦ダンススタジオ浅草千束 東京都台東区５ 台東区 千束 4 5 4 提柳泉ビルB1F
三鷹イレブン会館 永谷ダンススタジオ 貸会議室,〒180-0006 東京都武蔵野市中町２丁目１３-１,http://www.ntgp.co.jp/,0422-21-9325,,0,4,1,55,S優先度記事×1|複数記事候補×4|候補少記事に出現,ChIJ8_pwyxHuGGARH47wiSN-Eao,三鷹イレブン会館 永谷ダンススタジオ 貸会議室,3.3,3.0,〒180-0006 東京都武蔵野市中町２丁目１３−１,1.0,OK,三鷹イレブン会館 永谷ダンススタジオ 貸会議室 東京都武蔵野市中町
ちるどれ 上町スタジオ,〒540-0005 大阪府大阪市中央区上町１丁目６-１１ 2階,,06-6773-9649,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ1XgUFgDhAGAR2zNAK5Z_5rM,ちるどれぷらす,,,〒540-0005 大阪府大阪市中央区上町１丁目６−１１,0.471,OK,ちるどれ 上町スタジオ 大阪府大阪市中央区上町
エルメスダンスカンパニー豊橋校,〒440-0897 愛知県豊橋市松葉町３丁目59 医療法人誠流会 まつば藤城歯科様建物1階 まつばスタジオ,http://www.lahabana.co.jp/,052-220-3213,,0,3,2,55,S優先度記事×2|複数記事候補×3,ChIJ-eSulYbTBGARBkvb7ib1tn0,エルメスダンスカンパニー豊橋校,,,〒440-0897 愛知県豊橋市松葉町３丁目59 医療法人誠流会 まつば藤城歯科様建物1階 まつばスタジオ,1.0,OK,エルメスダンスカンパニー豊橋校 愛知県豊橋市松葉町
