article_title,article_type,article_priority,studio_title,address,dslurl,is_partner,primary_area,candidate_areas,primary_station,candidate_stations,distance_to_primary_station_m,article_station,distance_to_article_station_m,article_match_method,article_match_reason,rental_fit_score,rental_fit_reason,suspicious_location,fallback_allowed
深夜利用OKのダンススタジオ 東京,条件,A,ARTIST DANCE STUDIO,〒150-0036 東京都渋谷区南平台町１-９ 南平台宝来ビル B1,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅,499.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BRONX RENTAL STUDIO,〒155-0031 東京都世田谷区北沢２丁目５-１０,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,下北沢駅,下北沢駅,106.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BT Dance Studio,〒444-0852 愛知県岡崎市南明大寺町４-１４,,0,その他,その他,六名駅,六名駅|東岡崎駅|岡崎公園前駅|中岡崎駅|岡崎駅|男川駅,893.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BUZZ SHIBUYA店,〒150-0042 東京都渋谷区宇田川町４-１０ 宇田川町ビル B1～3F,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|原宿駅,624.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BUZZ レンタルスタジオ 池袋本店,〒171-0022 東京都豊島区南池袋１丁目２０-１ 横田ビル 3F,,0,池袋,池袋|目白|大塚|巣鴨,池袋駅,池袋駅,241.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,C Production Dance Studio,〒170-0014 東京都豊島区池袋１丁目８-５ シーステージ池袋 5F,,0,池袋,池袋|目白|大塚|巣鴨,池袋駅,池袋駅,806.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Cadena Flamenca,〒151-0053 東京都渋谷区代々木１丁目４２-２,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,246.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BUZZ 池袋西口タワー,〒171-0014 東京都豊島区池袋２丁目３７-８ ジオ・ステージ池袋,,0,池袋,池袋|目白|大塚|巣鴨,池袋駅,池袋駅,586.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,CAMURO DANCE STUDIO,〒540-0025 大阪府大阪市中央区徳井町１丁目１-７ 松田ビル,,0,銀座,銀座|日本橋|八丁堀|月島,谷町四丁目駅,谷町四丁目駅|天満橋駅|堺筋本町駅|谷町六丁目駅|松屋町駅|北浜駅|長堀橋駅|大阪城北詰駅|大阪ビジネスパーク駅|大阪天満宮駅,246.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,CARDIO BARRE JIYUGAOKA (カーディオ・バー 自由が丘店),〒152-0035 東京都目黒区自由が丘２丁目１０-４ ミルシェ自由が丘 5階,,0,中目黒,中目黒,自由が丘駅,自由が丘駅,132.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,CARDIO BARRE SHIBUYA (カーディオ・バー 渋谷店),〒150-0002 東京都渋谷区渋谷１丁目１４-１１ BCサロン 地下１階,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅|原宿駅,222.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,CARDIO BARRE SHINJUKU (カーディオ・バー 新宿店),〒160-0022 東京都新宿区新宿４丁目２-１６ パシフィックマークス新宿サウスゲート 2階,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅|西武新宿駅,351.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Caribbean explosion,〒194-0012 東京都町田市金森１丁目３-１ Hamanoya 202,,0,町田,町田,町田駅,町田駅,991.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BUZZ レンタルスタジオ池袋東口BASE,〒170-0013 東京都豊島区東池袋１丁目３６-７ B1,https://dance-studio-lab.com/room/NWY2ZjE2OGUtZDYyYi00ZTk5LThlMjctZDI1YjllMmRjM2Jk/detail,1,池袋,池袋|目白|大塚|巣鴨,池袋駅,池袋駅,608.0,,,,tag:feature:midnight,80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BUZZ レンタルスタジオ 渋谷東口SQUARE店,〒150-0002 東京都渋谷区渋谷２丁目２２-８ 名取ビル 1F,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅,177.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Clover 26,〒206-0033 東京都多摩市落合２丁目３３ 2階,,0,多摩センター,多摩センター,小田急多摩センター駅,小田急多摩センター駅|京王多摩センター駅|唐木田駅,566.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,"in the house / Shibuya ""Gallery""",〒150-0001 東京都渋谷区神宮前６丁目２３-１２,,0,渋谷,渋谷|恵比寿|代官山|原宿,原宿駅,原宿駅|渋谷駅|表参道駅,573.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,CurioSpace多摩センター,〒206-0042 東京都多摩市山王下１丁目13-１２ パールプラザ 204号,,0,多摩センター,多摩センター,京王多摩センター駅,京王多摩センター駅|小田急多摩センター駅|唐木田駅|京王堀之内駅,407.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,BUZZ レンタルスタジオ 渋谷PARK店,〒150-0042 東京都渋谷区宇田川町１９-５,https://dance-studio-lab.com/room/YmNlM2RmNGMtNGI0Mi00ZTg4LTk4OTYtNjY4NWRiM2JmNzhm/detail,1,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|原宿駅,448.0,,,,tag:feature:midnight,80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Cuuby dance school,,,0,その他,その他,高田馬場駅,高田馬場駅,877.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,『bco』 Private lesson/salon,〒150-0001 東京都渋谷区神宮前１丁目２１-１５ 2F奥 ナポレ原宿,,0,渋谷,渋谷|恵比寿|代官山|原宿,原宿駅,原宿駅|表参道駅|代々木駅,255.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,ダンススタジオ・レンタルスタジオ_DANCE SPACE 365,〒156-0041 東京都世田谷区大原１丁目２４-４ ローザ新代田 B1-2号室,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,下北沢駅,下北沢駅,869.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオマイレッスン 渋谷店,〒150-0011 東京都渋谷区渋谷 東２-２０-１６ エストマニヴィア B1F,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|渋谷駅,770.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,"in the house / Hatagaya ""Shack""",〒101 東京都渋谷区幡ケ谷２丁目８-１５ JP 151-0072 KODAビル B1F,,0,渋谷,渋谷|恵比寿|代官山|原宿,幡ヶ谷駅,幡ヶ谷駅|初台駅|笹塚駅|代々木上原駅|代々木八幡駅|東北沢駅|西新宿五丁目駅（清水橋）|参宮橋駅|代々木公園駅|中野新橋駅,85.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Dance Studio Linda 中目黒,〒153-0043 東京都目黒区東山１丁目４-１３ ASA東山ビル １F,,0,中目黒,中目黒,池尻大橋駅,池尻大橋駅,1023.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,D'CRE8 Dance Shtajio (ディークリエイトダンスシタジオ),〒164-0013 東京都中野区弥生町１丁目１１-２ B1,,0,中野,中野,西新宿五丁目駅（清水橋）,西新宿五丁目駅（清水橋）|中野坂上駅|中野新橋駅|都庁前駅|西新宿駅|初台駅|中野富士見町駅|新中野駅|幡ヶ谷駅|新宿西口駅,325.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,中目黒店 レンタルダンススタジオROOTS,〒153-0051 東京都目黒区上目黒１丁目５-１０ 中目黒マンション B6,,0,中目黒,中目黒,恵比寿駅,恵比寿駅,905.0,,,,tag:feature:midnight,60,+20(rental=1)|+40(レンタルダンス),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DANCE STUDIO A??,〒490-1111 愛知県あま市甚目寺八尻90,,0,その他,その他,甚目寺駅,甚目寺駅|須ヶ口駅|丸ノ内駅（名鉄）|新川橋駅,736.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Dance Studio Broomstick,〒123-0873 東京都足立区扇２丁目２５-１ 扇橋会館 ８F,,0,北千住,北千住,扇大橋駅,扇大橋駅|高野駅|足立小台駅|江北駅|宮ノ前駅|小台駅|熊野前駅|荒川遊園地前駅|東尾久三丁目駅|大師前駅,59.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,スタジオセンティード Studio SENTIDO（レンタルスタジオ）,〒155-0031 東京都世田谷区北沢２丁目１８-５ 地下１階,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,下北沢駅,下北沢駅,253.0,,,,tag:feature:midnight,70,+20(rental=1)|+30(レンタルスタジオ)|+20(web),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DANCE STUDIO Fossette -フォセット -,〒214-0032 神奈川県川崎市多摩区枡形３丁目２-１９,,0,その他,その他,向ヶ丘遊園駅,向ヶ丘遊園駅|登戸駅|生田駅|中野島駅|和泉多摩川駅,667.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,スタジオジパング 梅ヶ丘スタジオPRO,〒154-0022 東京都世田谷区梅丘１丁目３３-９ モンド梅ヶ丘ビル地下1階,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,梅ヶ丘駅,梅ヶ丘駅|豪徳寺駅|山下駅|東松原駅|世田谷代田駅|新代田駅|松原駅|宮の坂駅|若林駅|明大前駅,94.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,dance studio GROOVY ダンス＆ヨガ,"いづみ屋ビル 4階, ２丁目-２０-２ 成増 板橋区 東京都 175-0094",,0,成増,成増,地下鉄成増駅,地下鉄成増駅|成増駅|地下鉄赤塚駅|下赤塚駅,130.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,駒澤大学店 レンタルダンススタジオ ＲＯＯＴＳ,〒154-0012 東京都世田谷区駒沢３丁目１-３ シャトレー駒沢 ２０４,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,駒沢大学駅,駒沢大学駅|桜新町駅|松陰神社前駅|世田谷駅|上町駅|若林駅|西太子堂駅|三軒茶屋駅,522.0,,,,tag:feature:midnight,60,+20(rental=1)|+40(レンタルダンス),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DANCE STUDIO KOTOHA,〒454-0854 愛知県名古屋市中川区松年町３丁目５０,,0,その他,その他,中島駅,中島駅|港北駅|六番町駅|東海通駅|南荒子駅,1146.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DＡNCE Studio LEON 多目的スタジオ レオン,〒160-0022 東京都新宿区新宿５丁目１７-６ 201,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅|新大久保駅,557.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオ・ラカーサミア（カガダンサーズサポート）,〒980-0804 宮城県仙台市青葉区大町２丁目１０-２４ La casa mia ビル ２Ｆ,,0,その他,その他,大町西公園駅,大町西公園駅|国際センター駅|青葉通一番町駅|勾当台公園駅|広瀬通駅|川内駅|あおば通駅|北四番丁駅|仙台駅|五橋駅,132.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DANCE STUDIO NEO,〒444-0009 愛知県岡崎市小呂町２丁目７０,,0,その他,その他,東岡崎駅,東岡崎駅,1969.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DANCE WORKS,〒150-0032 東京都渋谷区鶯谷町７-１０ ＮＭＤビル 2F-6F,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|恵比寿駅,447.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,池ノ上道場 / 池ノ上スタジオ Ikenoue-dojo/Ikenoue studio,〒155-0032 東京都世田谷区代沢２丁目４８-２１ ２階,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,下北沢駅,下北沢駅,520.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Dance zone RESPECT,〒435-0008 静岡県浜松市中央区松小池町４５５-１,,0,銀座,銀座|日本橋|八丁堀|月島,なし,,,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DANCE&RENTAL STUDIO ONEWAY,"パークサイド村本ビル 1F, １丁目-１-２７ 泉 東区 名古屋市 愛知県 461-0001",,0,その他,その他,久屋大通駅,久屋大通駅|名古屋城駅|高岳駅|栄町駅|東大手駅|栄駅|丸の内駅|清水駅|新栄町駅|伏見駅,403.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Dancing Appaloosa ダンシング アパルーサ,〒152-0004 東京都目黒区鷹番３丁目４-１９ 江連ビル 3階 イズミダンススクール内,,0,中目黒,中目黒,学芸大学駅,学芸大学駅,53.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,蒲田・矢口渡レンタルスタジオ momobana,〒146-0095 東京都大田区多摩川１丁目１８-１ 2階,,0,蒲田,蒲田,矢口渡駅,矢口渡駅|武蔵新田駅|蓮沼駅|池上駅|千鳥町駅|下丸子駅|蒲田駅,308.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DAYS赤坂見附,〒107-0052 東京都港区赤坂３丁目９-１ 紀陽 ビル,,0,六本木,六本木|赤坂|麻布|新橋,赤坂駅,赤坂駅,433.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオ N.studio,〒146-0091 東京都大田区鵜の木２丁目５-１ イーグル鵜の木,,0,蒲田,蒲田,鵜の木駅,鵜の木駅|下丸子駅|久が原駅|千鳥町駅|沼部駅|御嶽山駅|向河原駅|武蔵新田駅|新丸子駅|平間駅,53.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,DCNスタジオ,〒104-0052 東京都中央区月島１丁目１４-７ 旭倉庫内,,0,銀座,銀座|日本橋|八丁堀|月島,月島駅,月島駅|築地駅|新富町駅|勝どき駅|越中島駅|八丁堀駅|築地市場駅|宝町駅|東銀座駅|門前仲町駅,343.0,,,,tag:feature:midnight,40,+20(rental=1)|+20(web),0,1
深夜利用OKのダンススタジオ 東京,条件,A,dスタ（レンタルスタジオ）,〒107-0062 東京都港区南青山２丁目２４-１５ 青山タワービル 15F,,0,六本木,六本木|赤坂|麻布|新橋,外苑前駅,外苑前駅|青山一丁目駅|表参道駅,68.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,EMI HULA STUDIO,〒134-0013 東京都江戸川区江戸川６丁目,,0,西葛西,西葛西,一之江駅,一之江駅|船堀駅|瑞江駅,989.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,EMI HULA STUDIO,,,0,その他,その他,なし,,,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,emotionS Dance Studio,〒180-0006 東京都武蔵野市中町１丁目２５-１０ 三祐ビル B1F,,0,吉祥寺,吉祥寺,三鷹駅,三鷹駅,220.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,ENERGY DANCE STUDIO,〒354-0018 埼玉県富士見市西みずほ台１丁目２２-１１ テル・ビル 1F,,0,その他,その他,みずほ台駅,みずほ台駅|鶴瀬駅|柳瀬川駅,303.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Estudio ILIA FLAMENCA,〒101-0051 東京都千代田区神田神保町１丁目２５-４ 神保町ビル B1 SH神田南,,0,秋葉原,秋葉原,神保町駅,神保町駅|新御茶ノ水駅|竹橋駅|小川町駅|御茶ノ水駅|九段下駅|神田駅|水道橋駅|大手町駅|岩本町駅,281.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,ETERNAL DANCE STUDIO,〒197-0022 東京都福生市本町１４２ ２Ｆ,,0,福生,福生,福生駅,福生駅|東福生駅|牛浜駅|熊川駅,105.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,EXスタジオ麹町,〒102-0083 東京都千代田区麹町２丁目２-４ 麹町セントラルビル 5階,,0,秋葉原,秋葉原,半蔵門駅,半蔵門駅|麹町駅|永田町駅|市ケ谷駅|赤坂見附駅|四ツ谷駅|国会議事堂前駅|溜池山王駅|赤坂駅|九段下駅,105.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,EyeCandyポールダンス秋葉原スタジオ,〒101-0021 東京都千代田区外神田２丁目１-１３,,0,秋葉原,秋葉原,秋葉原駅,秋葉原駅,544.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,F1 STUDIO,〒136-0082 東京都江東区新木場１丁目３-１３,,0,豊洲,豊洲,新木場駅,新木場駅|辰巳駅|潮見駅|東雲駅,259.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FACTORYカレッタスタジオ,〒105-7001 東京都港区東新橋１丁目８-１ B2 カレッタスタジオ,,0,六本木,六本木|赤坂|麻布|新橋,新橋駅,新橋駅|有楽町駅|浜松町駅,354.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FANTASY DANCE SCHOOL 八王子店,〒192-0904 東京都八王子市子安町１丁目２６-１４ 26-14 301,,0,八王子,八王子,八王子駅,八王子駅,389.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,TONIC DANCE STUDIO 吉祥寺,〒180-0002 東京都武蔵野市吉祥寺東町１丁目１０-２１ 地下1階 西郊ビル,,0,吉祥寺,吉祥寺,吉祥寺駅,吉祥寺駅,393.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,LIMITED Creaation. dance studio,〒180-0004 東京都武蔵野市１丁目２４-７ 吉祥寺光ビル 6F 吉祥寺,,0,吉祥寺,吉祥寺,吉祥寺駅,吉祥寺駅,146.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオ吉祥寺OLI（オリ）,〒180-0003 東京都武蔵野市吉祥寺南町２丁目２０-１ 吉祥寺オリンピックマンション B8,,0,吉祥寺,吉祥寺,吉祥寺駅,吉祥寺駅,475.0,,,,tag:feature:midnight,70,+20(rental=1)|+30(レンタルスタジオ)|+20(web),0,1
深夜利用OKのダンススタジオ 東京,条件,A,ノアスタジオ 吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町２丁目１６-１２ B１F,,0,吉祥寺,吉祥寺,吉祥寺駅,吉祥寺駅,406.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,吉祥寺 レンタルスタジオ さんだる倶楽部,〒180-0003 東京都武蔵野市吉祥寺南町１丁目３０-１ パークヴィラ吉祥寺２階,,0,吉祥寺,吉祥寺,吉祥寺駅,吉祥寺駅,395.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FIVE O DANCE STUDIO 狛江（ファイブオーダンススタジオ）,〒201-0014 東京都狛江市東和泉１丁目２０-１ 第三登戸ビル,,0,狛江,狛江,狛江駅,狛江駅|和泉多摩川駅|喜多見駅|登戸駅|宿河原駅,76.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオOLI（オリ） 三鷹 ［定員30名 教室レッスン、スポットレンタルできます］,〒180-0013 東京都武蔵野市西久保２丁目１-１０ Ｙ’Ｓビル B１ ワイズビル,,0,吉祥寺,吉祥寺,三鷹駅,三鷹駅,628.0,,,,tag:feature:midnight,30,+20(rental=1)|+30(レンタルスタジオ)|+20(web)|-40(教室),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FIVE O DANCE STUDIO 二子玉川,〒157-0077 東京都世田谷区鎌田２丁目２５-９,,0,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,二子玉川駅,二子玉川駅|二子新地駅|久地駅,1762.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FLAG POINT,〒171-0043 東京都豊島区２１ 豊島区要町1丁目21-10 三井ビル2F,,0,池袋,池袋|目白|大塚|巣鴨,要町駅,要町駅|千川駅|椎名町駅|東長崎駅|池袋駅|落合南長崎駅|大山駅|目白駅|小竹向原駅,283.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FREEDA LIFESTYLE＋,〒106-0044 東京都港区東麻布１丁目２６-８ プライム東麻布 3F,,0,六本木,六本木|赤坂|麻布|新橋,麻布十番駅,麻布十番駅|浜松町駅|田町駅,921.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,FunnyTips（ファニーティップス）,〒101-0021 東京都千代田区外神田５丁目５-７ パンセ秋葉原 B1F,,0,秋葉原,秋葉原,秋葉原駅,秋葉原駅|上野駅,633.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,バレエ・ダンススタジオ Lino,〒168-0082 東京都杉並区久我山５丁目７-１３ 地下1階 メリディアン,,0,高円寺,高円寺,久我山駅,久我山駅|富士見ヶ丘駅|三鷹台駅|高井戸駅|西荻窪駅|井の頭公園駅,78.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオ西荻リノ,〒167-0042 東京都杉並区西荻北２丁目３-９ グランピア西荻窪 Ｂ101,,0,高円寺,高円寺,西荻窪駅,西荻窪駅|荻窪駅|三鷹台駅|井の頭公園駅|久我山駅|吉祥寺駅,156.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,スタジオLINOVA（リノ・バ）,〒167-0054 東京都杉並区松庵３丁目１-６ 松庵ユニオンビル B1,,0,高円寺,高円寺,西荻窪駅,西荻窪駅|三鷹台駅|久我山駅|井の頭公園駅|吉祥寺駅|富士見ヶ丘駅,552.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,Gloire Ballet Studio,〒182-0022 東京都調布市国領町４丁目9-４ 九曜国領駅前ビル 4F,,0,調布,調布,調布駅,調布駅,1180.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,レンタルスタジオOLI,〒166-0004 東京都杉並区阿佐谷南１丁目１５-１４ サンフェリーペ 101号室,,0,高円寺,高円寺,南阿佐ケ谷駅,南阿佐ケ谷駅|阿佐ヶ谷駅|新高円寺駅|高円寺駅|荻窪駅|東高円寺駅,144.0,,,,tag:feature:midnight,70,+20(rental=1)|+30(レンタルスタジオ)|+20(web),0,1
深夜利用OKのダンススタジオ 東京,条件,A,スタジオジパング 久我山スタジオSTANDARD,〒168-0082 東京都杉並区久我山５丁目７-１３ メリディアン B1,,0,高円寺,高円寺,久我山駅,久我山駅|富士見ヶ丘駅|三鷹台駅|高井戸駅|西荻窪駅|井の頭公園駅,83.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,三鷹レンタルスタジオRin,〒181-0013 東京都三鷹市下連雀３丁目２３-１２ アージェントビル 402,,0,三鷹,三鷹,三鷹駅,三鷹駅,165.0,,,,tag:feature:midnight,50,+20(rental=1)|+30(レンタルスタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,grow dance studio,〒522-0043 滋賀県彦根市小泉町６２０-３,,0,その他,その他,南彦根駅,南彦根駅|彦根口駅|高宮駅,300.0,,,,tag:feature:midnight,45,+20(rental=1)|+25(ダンススタジオ),0,1
深夜利用OKのダンススタジオ 東京,条件,A,H?lau Hula Coco,〒104-0045 東京都中央区築地１丁目１２-１５ 三ツ田ビル 4F,,0,銀座,銀座|日本橋|八丁堀|月島,有楽町駅,有楽町駅|新橋駅,967.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
深夜利用OKのダンススタジオ 東京,条件,A,HARA Studio,〒162-0042 東京都新宿区早稲田町７４-１４ 地下1F S.T ビル,,0,新宿,新宿|西新宿|高田馬場|新大久保,早稲田駅,早稲田駅|牛込柳町駅|若松河田駅|面影橋駅|江戸川橋駅|神楽坂駅|西早稲田駅|牛込神楽坂駅|学習院下駅|曙橋駅,80.0,,,,tag:feature:midnight,20,+20(rental=1),0,1
