article_title,article_type,article_priority,rank,studio_title,address,is_partner,dslurl,primary_station,distance_to_primary_station_m,selection_score,selection_reason
新宿のレンタルダンススタジオおすすめ,エリア,S,3,THビル貸し会議室 レンタルスタジオ,〒151-0053 東京都渋谷区代々木２丁目４-１ Thビル,1,https://dance-studio-lab.com/room/ZGYxYjYyNDgtMDEzOC00MjZhLTgyZDctODZlMDViYTQ0NDgy/detail,新宿駅,451.0,145,提携 | 駅近500m以内 | 複数記事候補 | tag/station:新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,4,BEATs レンタルスタジオ ビーツ,東京都渋谷区代々木1-42-2 藤ビル2階,1,https://dance-studio-lab.com/room/ZWU0MDNlZTUtMDE1Zi00NDcyLWFjZjgtZTAzNzUzZTAwMzNj/detail,代々木駅,259.0,145,提携 | 駅近500m以内 | 複数記事候補 | tag/station:新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,5,Studio-Bio,東京都渋谷区千駄ヶ谷3−41−12　シャトル千駄ヶ谷B1(地下),1,https://dance-studio-lab.com/room/MTI3NDc3MzgtMTBhMy00NGY2LWE3MGQtZmM5YzdiYjVmNzM2/detail,北参道駅,48.0,145,提携 | 駅近500m以内 | 複数記事候補 | tag/station:新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,6,Hina STUDIO(ヒナスタジオ)【新宿西口スタジオ】,東京都新宿区西新宿7-10-12　ダイハンビルデンス4階,1,https://dance-studio-lab.com/room/ZDEyOTIyNTctYjUwOC00ZTY3LTgxMWYtYTI0MzhkNDg4OGNj/detail,新宿西口駅,136.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,7,Hina STUDIO(ヒナスタジオ)【新宿西口アネックス】,東京都新宿区西新宿7-15-4　YS第一ビルB1階,1,https://dance-studio-lab.com/room/NWQxZDIzMzUtNWMzOC00MzY4LWE4YmYtMWU3MDBkYWM3ZDY2/detail,西武新宿駅,234.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,8,レンタルスタジオAivic高田馬場,東京都新宿区高田馬場1-31-8 高田馬場ダイカンプラザ1007,1,https://dance-studio-lab.com/room/M2JhMTAxM2EtZmMxNi00ODUwLTllNjUtNWQ4OTY3NmE2MWZj/detail,高田馬場駅,278.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,9,レンタルダンススタジオ LANDstudio 新宿店,〒169-0073 東京都新宿区百人町１丁目２２-１９ 筒井ビル B1F,0,,新大久保駅,276.0,45,駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,10,ソニズレンタルスタジオ新宿店,〒160-0023 東京都新宿区西新宿７丁目２２-３１ 柏木 MURA B1F,0,,西武新宿駅,375.0,45,駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,11,新宿 だんすた レンタルスタジオ,〒160-0023 東京都新宿区西新宿７丁目１３-７ 3F4F タカラビル,0,,西武新宿駅,398.0,45,駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,12,BUZZ レンタルスタジオ新宿4丁目店,〒160-0022 東京都新宿区新宿４丁目２-２１ 相模ビル B1F,0,,新宿駅,355.0,45,駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,13,BUZZ レンタルスタジオ 代々木店,〒151-0053 東京都渋谷区代々木１丁目３６-１ ミユキビル B1F,0,,代々木駅,148.0,45,駅近500m以内 | 複数記事候補 | tag/station:新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,14,レンタルスタジオ HIKARI 西新宿７丁目,〒160-0023 東京都新宿区西新宿７丁目１０-１７ B館 601号室,0,,西武新宿駅,234.0,45,駅近500m以内 | 複数記事候補 | primary_area=新宿
新宿のレンタルダンススタジオおすすめ,エリア,S,15,シュミネAスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-７,0,,新大久保駅,374.0,45,駅近500m以内 | 複数記事候補 | primary_area=新宿
池袋のレンタルダンススタジオおすすめ,エリア,S,1,BUZZ レンタルスタジオ巣鴨店,〒170-0002 東京都豊島区巣鴨２丁目４-６ 第二みどりビル B1,1,https://dance-studio-lab.com/room/MmNjNjkxYjEtYjA5ZC00YTZkLWFjMTAtZmVhYzQ1MGY0M2Uy/detail,巣鴨駅,125.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,2,レンタルスタジオAivic大塚,東京都豊島区北大塚2-9-7 豊島電気会館B1,1,https://dance-studio-lab.com/room/MjU5YzI0ZTUtYzE1MC00ODhmLWI2Y2MtNTk5YTFmMWIwMzZi/detail,大塚駅,274.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,3,Dubway レンタルスタジオ大塚,東京都豊島区北大塚2-10-5 BMAビル　B1,1,https://dance-studio-lab.com/room/ODA1MWRkOGQtODA5Yi00NTRlLWIyNzktZmMyNWFkMTc3ZDY4/detail,大塚駅,241.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,4,スタジオピアーチェ池袋店,東京都豊島区池袋本町1-7-1　池袋本町ビル地下１階,1,https://dance-studio-lab.com/room/YjA4YWEyZDUtYmFmZS00NDQ3LWJjOWYtMzU2MDlmMDc1MTJi/detail,北池袋駅,439.0,141,提携 | 駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,5,BUZZ レンタルスタジオ池袋東口BASE,〒170-0013 東京都豊島区東池袋１丁目３６-７ B1,1,https://dance-studio-lab.com/room/NWY2ZjE2OGUtZDYyYi00ZTk5LThlMjctZDI1YjllMmRjM2Jk/detail,池袋駅,608.0,136,提携 | 駅近1000m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,6,レンタルスタジオAivic池袋東口2号店,東京都豊島区東池袋2-57-1 K/B東池袋Ⅱ 5F,1,https://dance-studio-lab.com/room/ZTVmNmYwZGYtZTExNy00YTlkLTk4MDktODhhMWE2ZTYyNmNj/detail,池袋駅,749.0,134,提携 | 駅近1000m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,7,レンタルスタジオAivic池袋東口1号店,東京都豊島区東池袋3-11-9 三島ビル501,1,https://dance-studio-lab.com/room/ZTU1MDVkNDQtZjUzNi00MWRiLWFhMDctZTk3YTg1YjRjNDUx/detail,向原駅,618.0,134,提携 | 駅近1000m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,8,BUZZ池袋西口PARK,東京都豊島区西池袋3-30-10ライオンビルB1,1,https://dance-studio-lab.com/room/ZjBiN2M3MDEtZTMzYS00ZGZkLTg3YTktYjU3MjdjNDk3Njli/detail,池袋駅,586.0,134,提携 | 駅近1000m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,9,monoダンススタジオ-レンタル,〒304 東京都豊島区北大塚２丁目２-１３ JP 1700004 大塚シャトレー・トーコー 304号室,0,,大塚駅,49.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,10,BUZZ レンタルスタジオ 池袋本店,〒171-0022 東京都豊島区南池袋１丁目２０-１ 横田ビル 3F,0,,池袋駅,241.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,11,高田馬場 ペガサス,〒171-0033 東京都豊島区高田３丁目１３-８ 吉見ビル 2F,0,,高田馬場駅,368.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,12,スタジオジパング 池袋スタジオSTANDARD 7F/8F,〒171-0021 東京都豊島区西池袋３丁目２９-９ 8F Ｃ３ビル 7F,0,,池袋駅,449.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,13,studio worcle 池袋店,〒171-0022 東京都豊島区南池袋２丁目２２-４,0,,池袋駅,354.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,14,スタジオｉＤＣ,〒171-0014 東京都豊島区池袋２丁目４７-３ キウレイコンビル ４,0,,池袋駅,500.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
池袋のレンタルダンススタジオおすすめ,エリア,S,15,アカペラスタジオベースオントップ池袋東口店,〒171-0022 東京都豊島区南池袋２丁目２４-５ 加藤ビル B1,0,,池袋駅,323.0,43,駅近500m以内 | 複数記事候補 | primary_area=池袋
渋谷のレンタルダンススタジオおすすめ,エリア,S,1,BUZZ レンタルスタジオ 渋谷PARK店,〒150-0042 東京都渋谷区宇田川町１９-５,1,https://dance-studio-lab.com/room/YmNlM2RmNGMtNGI0Mi00ZTg4LTk4OTYtNjY4NWRiM2JmNzhm/detail,渋谷駅,448.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,2,THビル貸し会議室 レンタルスタジオ,〒151-0053 東京都渋谷区代々木２丁目４-１ Thビル,1,https://dance-studio-lab.com/room/ZGYxYjYyNDgtMDEzOC00MjZhLTgyZDctODZlMDViYTQ0NDgy/detail,新宿駅,451.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,3,レンタルスタジオAivic渋谷道玄坂,東京都渋谷区円山町23-10 渋谷ATビル201,1,https://dance-studio-lab.com/room/NWE2MDljYmItN2I0ZC00ZjIzLWI3MGEtMmZiNmEzNWJjOWI4/detail,神泉駅,78.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,4,BEATs レンタルスタジオ ビーツ,東京都渋谷区代々木1-42-2 藤ビル2階,1,https://dance-studio-lab.com/room/ZWU0MDNlZTUtMDE1Zi00NDcyLWFjZjgtZTAzNzUzZTAwMzNj/detail,代々木駅,259.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,5,レンタルスタジオAivic恵比寿,東京都渋谷区恵比寿西1-14-3 満栄佐藤ビル202,1,https://dance-studio-lab.com/room/MzMyZDY5NzktNDEzOS00MzAyLWJjNzEtMjZiMjNiNzUwNGMy/detail,恵比寿駅,233.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,6,BUZZ渋谷MARKCITY,〒150-0043 東京都渋谷区道玄坂１丁目１７ 9BUZZビル,1,https://dance-studio-lab.com/room/MTJmOWU1NGQtYmViZC00YWEzLWI5Y2ItNGFhYzU3YTAyZTBk/detail,渋谷駅,437.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,7,チェリッシュスタジオ9号館,東京都渋谷区鶯谷町15-7 ライブリーYSビル6階,1,https://dance-studio-lab.com/room/NGU3OTQ4YzEtMzA3OS00NDc3LThjODQtYWFkMmUzMTE4ZmFm/detail,渋谷駅,423.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,8,BUZZ渋谷TOWER,東京都渋谷区東2-27-9],1,https://dance-studio-lab.com/room/YWZmOTdhZGMtMjk1MC00ODljLWE2YWUtMDRjMGM5NTIxZTg2/detail,渋谷駅,437.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,9,原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０-４ 地下1階,0,,原宿駅,479.0,45,駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,10,BUZZ レンタルスタジオ 代々木店,〒151-0053 東京都渋谷区代々木１丁目３６-１ ミユキビル B1F,0,,代々木駅,148.0,45,駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,11,BUZZ レンタルスタジオ 渋谷東口SQUARE店,〒150-0002 東京都渋谷区渋谷２丁目２２-８ 名取ビル 1F,0,,渋谷駅,177.0,45,駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,12,Ｍ＆Ｓダンススタジオ,〒151-0051 東京都渋谷区千駄ケ谷５丁目１１-１３ 俳協ビル B1,0,,代々木駅,374.0,45,駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,13,表参道レンタルスタジオ スタジオ ティノラス,〒107-0062 東京都港区南青山５丁目１３-９,0,,表参道駅,491.0,45,駅近500m以内 | 複数記事候補 | tag/station:渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,14,タヒチアンダンススタジオ ライマーラマ表参道,〒150-0001 東京都渋谷区神宮前５丁目１３-１４,0,,表参道駅,493.0,45,駅近500m以内 | 複数記事候補 | primary_area=渋谷
渋谷のレンタルダンススタジオおすすめ,エリア,S,15,DANCE WORKS,〒150-0032 東京都渋谷区鶯谷町７-１０ ＮＭＤビル 2F-6F,0,,渋谷駅,447.0,45,駅近500m以内 | 複数記事候補 | primary_area=渋谷
秋葉原のレンタルダンススタジオおすすめ,エリア,S,1,スタジオ五軒町／『鏡張り』の多目的に利用できる『防音』スタジオ,東京都千代田区外神田6-16-1,1,https://dance-studio-lab.com/room/ODZiZjA3NDItNjk4ZS00YjMxLWFjMGQtMGU5ZjVkZDg5OWQw/detail,湯島駅,308.0,145,提携 | 駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,2,レンタルスタジオAivic神田,"東京都千代田区神田紺屋町21 高山ビル101
",1,https://dance-studio-lab.com/room/MzE4YmJlMGMtZTc3Yy00OTIwLTg3ZTMtZDQxN2E4Yzc1YTFj/detail,神田駅,251.0,143,提携 | 駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,3,BUZZ レンタルスタジオ 神田店,〒101-0047 東京都千代田区内神田２丁目９-９ 神田西口ビル B1F,1,https://dance-studio-lab.com/room/ODJkZDE5YzQtMTlhZS00NjNlLWJlZTQtNDA3NTU3MTQ5NDg5/detail,秋葉原駅,989.0,138,提携 | 駅近1000m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,4,秋葉原ブルーハス レンタルスタジオ,〒110-0006 東京都台東区秋葉原３-１０ 東京商会秋葉原ビルB1階,0,,秋葉原駅,393.0,45,駅近500m以内 | 複数記事候補 | tag/station:秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,5,alt studio (オルトスタジオ),〒101-0051 東京都千代田区神田神保町１丁目64-３ 神保町ビル 6F,0,,神保町駅,327.0,45,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,6,御茶ノ水 おちゃすた レンタルスタジオ,〒101-0052 東京都千代田区神田小川町３丁目１４-２ 漢陽ビル Ｂ1Ｆ,0,,神保町駅,305.0,45,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,7,第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５-３ 新幸橋ビルディング ビル内,0,,新橋駅,357.0,45,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,8,レンタルスペース リノスペcamp東京ドーム,〒101-0061 東京都千代田区神田三崎町２丁目１２-５ ニュー千代田ビル 3F-A,0,,水道橋駅,167.0,45,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,9,レンタル撮影スタジオDOLLY飯田橋1号店,〒102-0072 東京都千代田区飯田橋３丁目６-６ 港屋ビル 2F,0,,飯田橋駅,134.0,45,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,10,EXスタジオ麹町,〒102-0083 東京都千代田区麹町２丁目２-４ 麹町セントラルビル 5階,0,,半蔵門駅,105.0,43,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,11,バンドスタジオ ベースオントップ秋葉原昭和通り口店,〒101-0025 東京都千代田区神田佐久間町３丁目37-１ 文唱堂ビル B1F,0,,秋葉原駅,326.0,43,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,12,Rinky Dink Studio お茶の水 神保町店,〒101-0051 東京都千代田区 アイピー第1ビル 6F・7F・8F 神田神保町1-2-12,0,,神保町駅,231.0,43,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,13,Estudio ILIA FLAMENCA,〒101-0051 東京都千代田区神田神保町１丁目２５-４ 神保町ビル B1 SH神田南,0,,神保町駅,281.0,43,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,14,㈱Tera-coya,〒101-0025 東京都千代田区神田佐久間町３丁目３１-３,0,,秋葉原駅,359.0,43,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
秋葉原のレンタルダンススタジオおすすめ,エリア,S,15,レンタルスタジオ YOGA SPICE 神保町,〒101-0065 東京都千代田区西神田２丁目３-２ 牧ビル 402号室,0,,神保町駅,312.0,43,駅近500m以内 | 複数記事候補 | primary_area=秋葉原
銀座のレンタルダンススタジオおすすめ,エリア,S,1,レンタルスタジオAivic新橋,"東京都港区西新橋1-16-14 宮川ビル4階
",1,https://dance-studio-lab.com/room/M2EyMzEzOTUtMjkwNC00MmRlLWI3YWEtYjBiMmM1NGUzYzhl/detail,新橋駅,408.0,145,提携 | 駅近500m以内 | 複数記事候補 | tag/station:銀座
